Date_Start,Start Time (Sask),Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,Winner,Loser,Save,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home,Home_ERA_before,Away_ERA_before,Home_FIP_before,Away_FIP_before,Home_WHIP_before,Away_WHIP_before,Home_K9_before,Away_K9_before,Home_BB9_before,Away_BB9_before,Home_HR9_before,Away_HR9_before,Home_IP_per_start_before,Away_IP_per_start_before,Home_ERA_last3_before,Away_ERA_last3_before,Home_WHIP_last3_before,Away_WHIP_last3_before,Home_K9_last3_before,Away_K9_last3_before,Home_BB9_last3_before,Away_BB9_last3_before,Home_HR9_last3_before,Away_HR9_last3_before,Home_IP_last3_before,Away_IP_last3_before,Home_Win
2025-03-29 19:15:00,5:15 PM,7:15 PM,New York Mets,1,Houston Astros,2,Final,Griffin Canning,Spencer Arrighetti,Spencer Arrighetti,Griffin Canning,Josh Hader,8.5,-120,100,+100,-120,-1.5,-200,+165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-29 19:15:00,5:15 PM,7:15 PM,Atlanta Braves,0,San Diego Padres,1,Final,Spencer Schwellenbach,Randy Vásquez,Wandy Peralta,Aaron Bummer,Adrian Morejon,8.5,-120,100,+100,-120,-1.5,-200,+165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-29 20:10:00,6:10 PM,8:10 PM,Chicago Cubs,4,Arizona Diamondbacks,3,Final,Shota Imanaga,Brandon Pfaadt,Shota Imanaga,Brandon Pfaadt,Ryan Pressly,9.0,-105,-115,+100,-120,-1.5,-200,+165,0.0,0.0,0.0,5.1,0.0,1.0,0.0,4.5,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-29 21:10:00,7:10 PM,9:10 PM,Detroit Tigers,3,Los Angeles Dodgers,7,Final,Reese Olson,Roki Sasaki,Anthony Banda,Reese Olson,No Save,7.5,-105,-115,+165,-200,-1.5,-115,-105,3.0,0.0,6.1,0.0,2.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-29 21:40:00,7:40 PM,9:40 PM,Athletics,4,Seattle Mariners,2,Final,Osvaldo Bido,Bryce Miller,Osvaldo Bido,Bryce Miller,Mason Miller,7.0,-115,-105,+150,-180,-1.5,-160,+135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-30 13:35:00,11:35 AM,1:35 PM,Philadelphia Phillies,1,Washington Nationals,5,Final,Aaron Nola,Mitchell Parker,Mitchell Parker,Aaron Nola,Kyle Finnegan,9.0,-105,-115,-140,+120,+1.5,+115,-135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 13:35:00,11:35 AM,1:35 PM,Milwaukee Brewers,3,New York Yankees,12,Final,Aaron Civale,Marcus Stroman,Tim Hill,Aaron Civale,No Save,9.0,-105,-115,-140,+120,+1.5,+115,-135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 13:37:00,11:37 AM,1:37 PM,Baltimore Orioles,1,Toronto Blue Jays,3,Final,Tomoyuki Sugano,Chris Bassitt,Chris Bassitt,Tomoyuki Sugano,Jeff Hoffman,9.0,100,-120,+115,-135,-1.5,-180,+150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 13:40:00,11:40 AM,1:40 PM,San Francisco Giants,6,Cincinnati Reds,3,Final,Robbie Ray,Nick Martinez,Robbie Ray,Nick Martinez,Camilo Doval,8.0,-115,-105,-125,+105,+1.5,+135,-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-30 13:40:00,11:40 AM,1:40 PM,Colorado Rockies,4,Tampa Bay Rays,6,Final,Ryan Feltner,Taj Bradley,Taj Bradley,Luis Peralta,Pete Fairbanks,8.0,-115,-105,-125,+105,+1.5,+135,-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 13:40:00,11:40 AM,1:40 PM,Pittsburgh Pirates,2,Miami Marlins,3,Final,Andrew Heaney,Max Meyer,Anthony Bender,David Bednar,No Save,8.0,-115,-105,-125,+105,+1.5,+135,-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 14:10:00,12:10 PM,2:10 PM,Cleveland Guardians,6,Kansas City Royals,2,Final,Tanner Bibee,Michael Wacha,Tanner Bibee,Michael Wacha,No Save,7.0,-115,-105,-105,-115,-1.5,-220,+180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-30 14:10:00,12:10 PM,2:10 PM,Los Angeles Angels,3,Chicago White Sox,2,Final,Jack Kochanowicz,Davis Martin,Ben Joyce,Cam Booser,Kenley Jansen,7.0,-115,-105,-105,-115,-1.5,-220,+180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-30 14:15:00,12:15 PM,2:15 PM,Minnesota Twins,2,St. Louis Cardinals,9,Final,Bailey Ober,Andre Pallante,Andre Pallante,Bailey Ober,Steven Matz,8.5,100,-120,-110,-110,+1.5,+150,-180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 14:35:00,12:35 PM,2:35 PM,Boston Red Sox,2,Texas Rangers,3,Final,Richard Fitts,Jacob deGrom,Shawn Armstrong,Richard Fitts,Luke Jackson,7.5,100,-120,+135,-160,-1.5,-160,+135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 16:10:00,2:10 PM,4:10 PM,Chicago Cubs,6,Arizona Diamondbacks,10,Final,Matthew Boyd,Eduardo Rodriguez,Justin Martinez,Eli Morgan,No Save,9.0,-105,-115,-110,-110,-1.5,-220,+180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 16:10:00,2:10 PM,4:10 PM,Athletics,1,Seattle Mariners,2,Final,JP Sears,Bryan Woo,Bryan Woo,JP Sears,Andrés Muñoz,9.0,-105,-115,-110,-110,-1.5,-220,+180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-30 19:10:00,5:10 PM,7:10 PM,Atlanta Braves,0,San Diego Padres,5,Final,AJ Smith-Shawver,Nick Pivetta,Nick Pivetta,AJ Smith-Shawver,No Save,8.0,-115,-105,+110,-130,-1.5,-190,+160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-31 14:10:00,12:10 PM,2:10 PM,Minnesota Twins,0,Chicago White Sox,9,Final,Chris Paddack,Martín Pérez,Martín Pérez,Chris Paddack,No Save,7.0,-120,100,-200,+165,+1.5,-115,-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-31 14:10:00,12:10 PM,2:10 PM,Kansas City Royals,11,Milwaukee Brewers,1,Final,Kris Bubic,Elvin Rodríguez,Kris Bubic,Elvin Rodríguez,No Save,7.0,-120,100,-200,+165,+1.5,-115,-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-03-31 14:35:00,12:35 PM,2:35 PM,Boston Red Sox,5,Baltimore Orioles,8,Final,Sean Newcomb,Cade Povich,Seranthony Domínguez,Sean Newcomb,No Save,9.5,-115,-105,+125,-150,-1.5,-160,+135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-31 15:05:00,1:05 PM,3:05 PM,Colorado Rockies,1,Philadelphia Phillies,6,Final,Germán Márquez,Cristopher Sánchez,Joe Ross,Scott Alexander,No Save,9.0,-105,-115,+255,-315,-1.5,+125,-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-03-31 18:40:00,4:40 PM,6:40 PM,Texas Rangers,3,Cincinnati Reds,14,Final,Kumar Rocker,Brady Singer,Brady Singer,Kumar Rocker,No Save,8.5,-115,-105,-130,+110,+1.5,+125,-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
